,id_user,id_post,date,time,half_day,views,reposts,likes,comments,id_post_origin,link_clicks,donation_tag,donation_val,house_buy
1194,172902,878217777,12/11/2017,02:09,am,130,0,45,13,727369156,False,False,0,False
1195,464989,696942836,12/11/2017,00:13,am,31,0,4,2,117594686,False,False,0,False
1196,510860,418439355,12/11/2017,08:14,am,44,1,22,2,156950377,False,False,0,False
1197,556375,586539144,12/11/2017,04:18,am,44,2,19,1,889855369,False,False,0,False
1198,789948,738000370,12/11/2017,05:42,am,67,0,16,2,513692477,False,False,0,False
1199,395993,295330678,12/11/2017,08:52,am,113,1,28,5,735080883,False,False,0,False
1200,883843,795114948,12/11/2017,11:45,am,1,2,0,0,727369156,False,False,0,False
1201,283333,256958301,12/11/2017,03:29,am,84,0,42,4,487917912,False,False,0,False
1202,625666,671875850,12/11/2017,02:50,am,113,0,39,5,375649532,False,False,0,False
1203,586760,432399893,12/11/2017,10:20,am,2,0,0,0,824356691,False,False,0,False
1204,768232,114063638,12/11/2017,00:10,am,31,0,3,1,748606704,False,False,0,False
1205,777126,844548760,12/11/2017,08:51,am,272,0,27,16,563304812,False,False,0,False
1206,665468,312265482,12/11/2017,04:58,am,108,0,5,10,796368908,False,False,0,False
1207,309565,828155182,12/11/2017,03:07,am,18,1,6,0,678016224,False,False,0,False
1208,589936,714011255,12/11/2017,00:12,am,161,0,64,16,859966582,False,False,0,False
1209,138059,191896430,12/11/2017,08:59,am,173,1,69,13,122648031,False,False,0,False
1210,596716,808263367,12/11/2017,02:38,am,105,2,52,3,139907939,False,False,0,False
1211,524492,327270818,12/11/2017,03:54,am,232,0,34,11,859940920,False,False,0,False
1212,677478,208545746,12/11/2017,10:58,am,164,1,8,9,999485930,False,False,0,False
1213,318377,455824437,12/11/2017,09:33,am,2,0,0,0,329862971,False,False,0,False
1214,768774,870602481,12/11/2017,02:47,am,41,0,14,4,831951526,True,False,0,False
1215,377605,452098145,12/11/2017,05:09,am,40,1,2,2,571014554,False,False,0,False
1216,303954,958599996,12/11/2017,09:19,am,35,0,10,2,938830068,False,False,0,False
1217,457877,318646358,12/11/2017,03:40,am,78,0,39,0,783063416,True,False,0,False
1218,610196,530948022,12/11/2017,11:35,am,88,0,26,4,706332343,False,False,0,False
1219,657401,276156505,12/11/2017,10:36,am,128,0,32,12,663594931,False,False,0,False
1220,421609,940910007,12/11/2017,08:22,am,52,1,18,3,877861128,True,False,0,False
1221,373782,547120088,12/11/2017,07:11,am,53,1,5,2,214920218,False,False,0,False
1222,410353,274952790,12/11/2017,12:06,am,56,1,19,2,522259457,False,False,0,False
1223,424349,165583613,12/11/2017,06:28,am,28,0,7,2,478192660,False,False,0,False
1224,556030,775868895,12/11/2017,09:54,am,59,1,5,5,507848320,False,False,0,False
1225,584738,714695801,12/11/2017,07:37,am,174,0,69,17,316855107,False,False,0,False
1226,308624,784359054,12/11/2017,11:32,am,31,0,15,0,966612368,False,False,0,False
1227,627377,679834289,12/11/2017,09:19,am,67,1,26,0,473413329,False,False,0,False
1228,787224,689692864,12/11/2017,06:56,am,12,0,3,1,119642362,False,False,0,False
1229,623561,274971873,12/11/2017,07:09,am,64,1,25,2,640432122,False,False,0,False
1230,526691,468758525,12/11/2017,09:45,am,181,0,36,18,443900459,False,False,0,False
1231,981769,700871032,12/11/2017,07:28,am,194,1,87,19,373283585,False,False,0,False
1232,539286,972343808,12/11/2017,08:48,am,37,2,16,3,980052722,False,False,0,False
1233,170982,870996338,12/11/2017,03:19,am,34,2,13,3,640184825,False,False,0,False
1234,249494,884487865,12/11/2017,02:28,am,283,2,127,16,947827007,False,False,0,False
1235,279006,490168111,12/11/2017,07:27,am,30,0,6,2,520686079,False,False,0,False
1236,495584,369033225,12/11/2017,04:27,am,115,1,17,2,774651272,False,False,0,False
1237,211431,974965268,12/11/2017,02:17,am,87,0,13,3,986090507,False,False,0,False
1238,376600,620816412,12/11/2017,11:05,am,104,0,20,6,224575756,True,False,0,False
1239,907973,159018847,12/11/2017,12:21,am,17,0,0,1,763660972,True,False,0,False
1240,286449,240189911,12/11/2017,02:48,am,130,1,32,6,815248531,False,False,0,False
1241,182214,325900750,12/11/2017,11:43,am,154,2,38,1,236303906,False,False,0,False
1242,528353,572665225,12/11/2017,00:44,am,34,0,5,0,328066353,True,False,0,False
1243,433982,773976867,12/11/2017,07:45,am,72,0,7,7,257111393,False,False,0,False
1244,725856,917218519,12/11/2017,11:46,am,51,2,7,1,898404734,False,False,0,False
1245,809266,752258525,12/11/2017,04:46,am,6,1,0,0,857507899,False,False,0,False
1246,174677,534786962,12/11/2017,03:40,am,4,1,2,0,456318030,False,False,0,False
1247,731573,115571467,12/11/2017,12:07,am,283,0,127,5,603624418,False,False,0,False
1248,928908,826765723,12/11/2017,07:07,am,3,1,0,0,231555831,False,False,0,False
1249,252943,649595143,12/11/2017,08:48,am,3,0,1,0,563304812,False,False,0,False
1250,378821,245563739,12/11/2017,12:54,am,22,1,7,2,131208779,False,False,0,False
1251,755513,996110160,12/11/2017,09:16,am,66,3,3,0,501751257,False,False,0,False
1252,940747,204743619,12/11/2017,12:43,am,105,0,5,2,139907939,True,False,0,False
1253,954777,214282645,12/11/2017,04:37,am,157,0,7,15,774651272,False,False,0,False
1254,789951,285525711,12/11/2017,10:30,am,66,1,29,1,781113360,False,False,0,False
1255,409130,602551520,12/11/2017,03:44,am,70,0,7,4,382527955,False,False,0,False
1256,548443,284729433,12/11/2017,01:11,am,78,2,23,2,777500194,False,False,0,False
1257,907351,363762775,12/11/2017,10:52,am,136,3,34,1,469500674,False,False,0,False
1258,972183,353750248,12/11/2017,12:03,am,34,0,13,1,146447160,False,False,0,False
1259,957508,629844520,12/11/2017,03:31,am,2,0,0,0,957768981,False,False,0,False
1260,565729,495105121,12/11/2017,03:02,am,115,0,28,3,281120033,False,False,0,False
1261,783106,699175453,12/11/2017,09:38,am,249,3,112,9,539209138,False,False,0,False
1262,633262,112240863,12/11/2017,12:57,am,164,0,24,6,263883295,False,False,0,False
1263,464701,176462692,12/11/2017,02:53,am,124,0,37,7,555243818,False,False,0,False
1264,543779,696476368,12/11/2017,01:38,am,117,0,17,3,863593659,True,False,0,False
1265,373824,316530391,12/11/2017,02:41,am,17,0,5,1,343257421,False,False,0,False
1266,321616,404907374,12/11/2017,06:24,am,79,1,27,3,820216893,False,False,0,False
1267,507445,211927932,12/11/2017,02:19,am,149,2,67,14,750470849,False,False,0,False
1268,737025,432570282,12/11/2017,12:05,am,34,0,11,2,776411235,False,False,0,False
1269,326358,292050813,12/11/2017,09:53,am,91,3,45,7,919601870,True,False,0,False
1270,891089,338887623,12/11/2017,08:07,am,43,0,15,0,397099121,False,False,0,False
1271,864156,418561441,12/11/2017,08:51,am,174,2,87,10,497735999,False,False,0,False
1272,725877,521924574,12/11/2017,12:29,am,3,0,1,0,871739538,False,False,0,False
1273,831629,309501609,12/11/2017,08:09,am,6,0,2,0,143256226,False,False,0,False
1274,123356,810547769,12/11/2017,04:27,am,12,0,5,0,951558690,True,False,0,False
1275,261857,675049617,12/11/2017,07:29,am,84,0,37,7,921790609,False,False,0,False
1276,556008,195479248,12/11/2017,00:21,am,141,1,70,9,962895245,False,False,0,False
1277,697765,454801086,12/11/2017,06:23,am,66,0,23,4,622035395,False,False,0,False
1278,144151,169838769,12/11/2017,07:15,am,169,1,59,6,962895245,False,False,0,False
1279,344384,562029563,12/11/2017,06:39,am,27,0,5,2,731234661,False,False,0,False
1280,218120,214206920,12/11/2017,09:15,am,111,0,22,11,515726161,False,False,0,False
1281,186312,637587451,12/11/2017,05:35,am,9,0,1,0,210579518,False,False,0,False
1282,293511,302437138,12/11/2017,03:51,am,119,1,53,5,616566620,False,False,0,False
1283,267256,599988654,12/11/2017,11:38,am,14,2,5,1,735080883,False,False,0,False
1284,326136,186692172,12/11/2017,12:09,am,218,0,109,19,595892317,False,False,0,False
1285,811620,346112346,12/11/2017,05:51,am,326,1,97,19,731234661,False,False,0,False
1286,848067,685363562,12/11/2017,09:44,am,57,0,19,5,597510132,False,False,0,False
1287,886338,774953833,12/11/2017,11:18,am,118,1,23,5,336294371,False,False,0,False
1288,548431,639969887,12/11/2017,04:28,am,29,0,1,2,522292224,False,False,0,False
1289,193703,145262657,12/11/2017,05:27,am,5,0,2,0,791007537,False,False,0,False
1290,194347,250098357,12/11/2017,08:30,am,101,1,35,3,367195266,False,False,0,False
1291,872813,119460797,12/11/2017,06:05,am,25,2,5,0,752670779,True,False,0,False
1292,129364,564998396,12/11/2017,08:10,am,81,2,40,4,375991094,False,False,0,False
1293,476365,803091476,12/11/2017,08:14,am,107,1,16,7,253903047,False,False,0,False
1294,866885,751319613,12/11/2017,02:08,am,51,0,7,3,743163952,False,False,0,False
1295,211542,477725464,12/11/2017,12:11,am,184,1,92,14,957768981,False,False,0,False
1296,209791,445837440,12/11/2017,00:43,am,245,0,49,9,881902434,False,False,0,False
1297,867394,498677178,12/11/2017,06:57,am,94,1,23,9,657878250,False,False,0,False
1298,391266,868755169,12/11/2017,01:00,am,43,2,4,1,913385829,False,False,0,False
1299,409012,812664070,12/11/2017,06:21,am,34,1,8,2,173175118,True,True,15,False
1300,211172,985055727,12/11/2017,05:36,am,16,0,5,1,644999654,True,False,0,False
1301,872945,781406515,12/11/2017,12:36,am,165,0,16,3,837823045,False,False,0,False
1302,292893,167150807,12/11/2017,05:14,am,42,0,18,3,781731161,False,False,0,False
1303,238191,533854226,12/11/2017,09:40,am,24,0,9,2,333545122,False,False,0,False
1304,860942,321954520,12/11/2017,07:24,am,56,2,19,2,473755917,False,False,0,False
1305,564257,477386543,12/11/2017,11:55,am,1,2,0,0,805419398,False,False,0,False
1306,697451,254283567,12/11/2017,05:53,am,37,0,18,1,585884916,False,False,0,False
1307,313032,270081970,12/11/2017,07:18,am,64,0,6,6,283814339,False,False,0,False
1308,222440,475011894,12/11/2017,04:17,am,117,0,5,4,756105925,False,False,0,False
1309,394263,479294769,12/11/2017,10:10,am,113,0,16,10,159261204,False,False,0,False
1310,422973,936351797,12/11/2017,00:42,am,95,0,23,5,620222338,False,False,0,False
1311,505533,523515274,12/11/2017,04:13,am,83,1,16,2,802380591,False,False,0,False
1312,999672,778493282,12/11/2017,08:52,am,61,0,3,4,952892700,False,False,0,False
1313,953643,955663375,12/11/2017,05:42,am,50,1,7,0,367474713,False,False,0,False
1314,983221,387995679,12/11/2017,07:25,am,40,3,16,4,796657320,False,False,0,False
1315,746570,240542291,12/11/2017,00:30,am,67,1,6,4,292573755,False,False,0,False
1316,906089,700692149,12/11/2017,11:34,am,118,0,23,10,392664848,False,False,0,False
1317,332904,435158626,12/11/2017,12:14,am,156,0,78,3,272150657,False,False,0,False
1318,881831,918315935,12/11/2017,09:41,am,39,2,1,3,475031320,False,False,0,False
1319,489526,590032132,12/11/2017,04:29,am,78,0,23,1,985130128,False,False,0,False
1320,779810,433888947,12/11/2017,05:03,am,182,1,63,16,639250370,False,False,0,False
1321,128778,381893604,12/11/2017,11:57,am,68,0,10,6,243545563,False,False,0,False
1322,856874,886241801,12/11/2017,07:38,am,102,3,10,4,723474042,False,False,0,False
1323,470457,728489536,12/11/2017,00:00,am,104,1,5,7,410449087,False,False,0,False
1324,707520,219998352,12/11/2017,06:49,am,135,2,20,4,214920218,False,False,0,False
1325,698359,152954172,12/11/2017,02:45,am,46,3,18,2,949943149,True,False,0,False
1326,567765,390790973,12/11/2017,02:51,am,54,0,2,5,775604713,False,False,0,False
1327,355626,739387394,12/11/2017,05:39,am,235,1,23,21,950210721,False,False,0,False
1328,204507,644245836,12/11/2017,02:59,am,108,0,16,2,251288744,False,False,0,False
1329,691580,619608442,12/11/2017,07:27,am,1,1,0,0,585366166,False,False,0,False
1330,866781,341916030,12/11/2017,03:16,am,148,1,59,14,642701876,False,False,0,False
1331,287807,398768816,12/11/2017,00:20,am,58,0,11,4,657878250,False,False,0,False
1332,402404,162188398,12/11/2017,08:03,am,12,1,4,0,798449726,False,False,0,False
1333,701977,504227140,12/11/2017,03:09,am,46,4,9,0,676096880,False,False,0,False
1334,380244,130893964,12/11/2017,01:59,am,30,0,3,3,975548339,False,False,0,False
1335,403995,431083459,12/11/2017,06:47,am,126,1,37,3,286361541,False,False,0,False
1336,503713,470161166,12/11/2017,07:28,am,46,1,9,1,940077636,False,False,0,False
1337,578035,774861458,12/11/2017,05:32,am,1,1,0,0,646284691,False,False,0,False
1338,745697,618055751,12/11/2017,10:39,am,105,0,10,9,606349815,False,False,0,False
1339,713454,599022408,12/11/2017,00:01,am,22,1,2,1,298225462,False,False,0,False
1340,926790,883456351,12/11/2017,08:33,am,31,0,12,0,981713355,False,False,0,False
1341,917755,249000721,12/11/2017,03:04,am,10,0,1,0,283340869,True,False,0,False
1342,741300,138899140,12/11/2017,09:05,am,133,1,26,3,954987683,False,False,0,False
1343,554396,596745576,12/11/2017,04:50,am,79,0,23,2,333128067,False,False,0,False
1344,204235,883139505,12/11/2017,03:38,am,58,1,11,1,473039216,False,False,0,False
1345,793597,810853139,12/11/2017,01:29,am,77,0,3,2,734226185,False,False,0,False
1346,775558,867436449,12/11/2017,10:33,am,107,1,10,8,263127175,False,False,0,False
1347,181864,356137388,12/11/2017,02:31,am,42,1,18,4,506894495,False,False,0,False
1348,589173,151050608,12/11/2017,07:25,am,50,0,22,3,251987236,False,False,0,False
1349,574923,426654747,12/11/2017,06:20,am,16,0,2,1,775238146,False,False,0,False
1350,833205,664871057,12/11/2017,12:46,am,181,1,63,1,644229431,False,False,0,False
1351,141486,865857497,12/11/2017,11:58,am,72,2,10,4,775238146,False,False,0,False
1352,423741,746903291,12/11/2017,06:38,am,93,1,13,1,272312685,False,False,0,False
1353,502967,919653245,12/11/2017,02:12,am,1,0,0,0,549189368,False,False,0,False
1354,196202,462668066,12/11/2017,06:27,am,178,0,53,16,898404734,False,False,0,False
1355,651364,450852388,12/11/2017,12:26,am,227,1,34,4,991154137,False,False,0,False
1356,315831,630900851,12/11/2017,06:59,am,75,1,18,2,154638313,False,False,0,False
1357,657249,502689620,12/11/2017,00:02,am,121,0,42,2,563533707,False,False,0,False
1358,184592,483736770,12/11/2017,07:07,am,52,0,10,2,468349702,False,False,0,False
1359,439994,917177904,12/11/2017,11:48,am,77,0,26,3,513126653,False,False,0,False
1360,427944,974247127,12/11/2017,10:02,am,118,1,41,9,150444693,False,False,0,False
1361,813710,371937841,12/11/2017,05:03,am,226,3,33,2,285878764,False,False,0,False
1362,563098,237764160,12/11/2017,10:22,am,110,0,11,1,156178766,False,False,0,False
1363,603533,728109583,12/11/2017,03:04,am,159,0,63,9,311193225,False,False,0,False
1364,217898,729067669,12/11/2017,02:34,am,45,1,11,0,538599582,False,False,0,False
1365,340715,206229979,12/11/2017,08:42,am,134,1,40,2,926144922,False,False,0,False
1366,325520,386901700,12/11/2017,00:38,am,57,0,8,3,248364346,False,False,0,False
1367,591018,714057962,12/11/2017,12:22,am,36,0,12,3,166202536,False,False,0,False
1368,915179,533567702,12/11/2017,09:15,am,10,1,1,0,209759310,False,False,0,False
1369,543056,305225471,12/11/2017,08:14,am,35,0,1,1,414358927,False,False,0,False
1370,849714,797726987,12/11/2017,11:31,am,33,1,6,1,676822549,False,False,0,False
1371,802288,302507434,12/11/2017,05:27,am,50,0,5,3,595540093,False,False,0,False
1372,633803,469039315,12/11/2017,06:17,am,44,0,19,3,679484421,True,False,0,False
1373,620301,598176180,12/11/2017,02:12,am,107,1,42,10,638932976,False,False,0,False
1374,702463,616171348,12/11/2017,05:46,am,31,1,13,2,932023740,False,False,0,False
1375,139410,749538006,12/11/2017,05:02,am,110,2,11,6,311101141,True,False,0,False
1376,597924,597285423,12/11/2017,01:47,am,229,1,68,18,506400287,True,False,0,False
1377,194662,985421892,12/11/2017,09:49,am,10,2,2,0,766172323,False,False,0,False
1378,177979,202419383,12/11/2017,11:31,am,35,1,7,0,748606704,True,False,0,False
1379,968129,374041104,12/11/2017,10:05,am,54,0,27,4,785744881,False,False,0,False
1380,292764,318185064,12/11/2017,03:43,am,83,1,16,5,767751914,False,False,0,False
1381,843601,960452593,12/11/2017,03:10,am,74,1,14,2,946516374,False,False,0,False
1382,948727,557130295,12/11/2017,02:22,am,66,1,33,0,750344545,False,False,0,False
1383,481792,121727394,12/11/2017,12:02,am,106,0,37,10,382527955,False,False,0,False
1384,753622,734145883,12/11/2017,05:41,am,69,1,27,5,949943149,False,False,0,False
1385,772602,619264459,12/11/2017,00:09,am,186,1,65,7,320759393,False,False,0,False
1386,310261,359536534,12/11/2017,01:11,am,104,0,36,6,877861128,False,False,0,False
1387,165249,300188162,12/11/2017,08:18,am,90,0,13,9,346054907,False,False,0,False
1388,978342,918303114,12/11/2017,04:42,am,67,0,6,4,587056975,False,False,0,False
1389,697180,877351053,12/11/2017,10:28,am,53,2,10,2,865474257,False,False,0,False
1390,680388,117900109,12/11/2017,12:49,am,55,2,24,3,999485930,False,False,0,False
1391,559615,601767949,12/11/2017,00:17,am,49,0,2,4,168880998,False,False,0,False
1392,385132,945665443,12/11/2017,12:53,am,92,1,18,2,369933959,False,False,0,False
1393,909665,389238069,12/11/2017,02:13,am,30,2,13,2,997125666,False,False,0,False
1394,647681,839460976,12/11/2017,07:05,am,7,3,1,0,502507033,False,False,0,False
1395,771102,366518880,12/11/2017,11:32,am,92,1,9,5,667975547,False,False,0,False
1396,313249,907086654,12/11/2017,08:27,am,7,1,0,0,464680201,False,False,0,False
1397,773123,591041695,12/11/2017,08:17,am,65,0,9,1,982468080,False,False,0,False
1398,598004,424251818,12/11/2017,08:53,am,9,2,4,0,138868942,False,False,0,False
1399,639298,285173266,12/11/2017,03:22,am,210,1,42,16,967858644,False,False,0,False
1400,337706,789003362,12/11/2017,00:47,am,7,1,0,0,182824238,False,False,0,False
1401,712017,837811374,12/11/2017,00:53,am,89,0,35,3,321623875,True,False,0,False
1402,220689,246116163,12/11/2017,05:51,am,66,1,16,4,563533707,False,False,0,False
1403,236426,888843666,12/11/2017,06:46,am,22,2,3,0,852231875,False,False,0,False
1404,625914,755212790,12/11/2017,08:41,am,100,0,35,2,931708422,False,False,0,False
1405,970470,698383926,12/11/2017,02:22,am,13,0,4,0,945399692,False,False,0,False
1406,386427,696350292,12/11/2017,07:32,am,140,2,7,4,787453720,False,False,0,False
1407,223578,257093115,12/11/2017,07:34,am,12,0,3,0,121206950,False,False,0,False
1408,784788,491900530,12/11/2017,01:18,am,27,0,5,2,785744881,False,False,0,False
1409,716357,747085819,12/11/2017,07:11,am,80,1,4,8,917457487,False,False,0,False
1410,858968,575783413,12/11/2017,04:06,am,64,0,6,4,371676901,False,False,0,False
1411,423195,281854417,12/11/2017,01:35,am,95,2,47,2,334366715,False,False,0,False
1412,885443,683114471,12/11/2017,07:55,am,43,1,2,1,809397713,False,False,0,False
1413,494430,376470232,12/11/2017,05:07,am,90,0,27,5,138195354,False,False,0,False
1414,778931,663639714,12/11/2017,09:00,am,144,1,7,14,638779430,False,False,0,False
1415,533201,318348864,12/11/2017,01:47,am,49,0,12,2,306073946,False,False,0,False
1416,306483,296886266,12/11/2017,12:41,am,231,0,11,9,287002585,False,False,0,False
1417,902281,419574014,12/11/2017,02:47,am,157,0,47,14,821541365,False,False,0,False
1418,138241,445820846,12/11/2017,04:01,am,53,1,15,5,596332390,False,False,0,False
1419,706200,250966162,12/11/2017,04:24,am,156,1,54,10,390738497,True,False,0,False
1420,973959,572022460,12/11/2017,03:19,am,41,1,8,0,696216949,False,False,0,False
1421,983681,521943208,12/11/2017,11:27,am,58,0,26,3,968590359,False,False,0,False
1422,753073,554397819,12/11/2017,11:48,am,172,0,17,5,787949391,False,False,0,False
1423,880951,676819032,12/11/2017,10:01,am,206,0,30,18,968598942,True,True,15,False
1424,201005,954800941,12/11/2017,07:53,am,6,0,0,0,990153485,False,False,0,False
1425,130913,964173603,12/11/2017,09:57,am,21,4,1,0,371676901,False,False,0,False
1426,988577,584906621,12/11/2017,11:00,am,237,0,47,7,466101619,False,False,0,False
1427,646397,345655457,12/11/2017,08:52,am,34,1,15,1,501751257,False,False,0,False
1428,555713,766128612,12/11/2017,00:12,am,37,1,18,2,927410544,False,False,0,False
1429,525629,699089483,12/11/2017,03:46,am,21,1,9,2,308785043,False,False,0,False
1430,775878,814442983,12/11/2017,08:08,am,60,0,9,3,260460335,True,False,0,False
1431,317831,690035398,12/11/2017,00:27,am,101,1,5,10,465227153,False,False,0,False
1432,172044,560406457,12/11/2017,01:36,am,20,1,10,2,296690880,True,False,0,False
1433,816357,360280065,12/11/2017,04:55,am,93,0,23,1,333128067,False,False,0,False
1434,987243,585926482,12/11/2017,12:13,am,61,1,30,4,292246997,False,False,0,False
1435,207138,428080179,12/11/2017,03:27,am,30,2,3,0,805419398,False,False,0,False
1436,995690,343079224,12/11/2017,01:24,am,32,1,9,0,717228708,False,False,0,False
1437,419603,292591404,12/11/2017,12:53,am,39,0,17,3,121821553,False,False,0,False
1438,611402,980736882,12/11/2017,07:19,am,60,0,12,6,890181965,False,False,0,False
1439,796138,361203561,12/11/2017,12:30,am,209,0,10,8,672332984,False,False,0,False
1440,740988,539002138,12/11/2017,12:30,am,54,0,5,0,318303934,False,False,0,False
1441,319610,998004016,12/11/2017,05:21,am,59,0,26,0,932023740,False,False,0,False
1442,960756,496881068,12/11/2017,09:51,am,15,1,3,0,132477437,False,False,0,False
1443,360201,309036669,12/11/2017,11:25,am,121,1,30,9,796368908,False,False,0,False
1444,975000,241390606,12/11/2017,01:36,am,75,1,22,5,743116988,False,False,0,False
1445,123335,808479392,12/11/2017,10:39,am,37,2,18,1,398305041,False,False,0,False
1446,771090,576814128,12/11/2017,05:00,am,61,0,24,5,677010619,False,False,0,False
1447,499012,151937138,12/11/2017,10:49,am,330,2,66,13,905059141,False,False,0,False
1448,326754,441960932,12/11/2017,01:40,am,100,0,15,5,997125666,False,False,0,False
1449,516505,426533922,12/11/2017,00:36,am,53,3,7,3,572089419,False,False,0,False
1450,251700,129614951,12/11/2017,04:37,am,124,0,43,11,447826904,False,False,0,False
1451,213181,722950168,12/11/2017,03:21,am,100,0,15,3,646284691,False,False,0,False
1452,776201,181527609,12/11/2017,08:59,am,5,0,1,0,671567487,False,False,0,False
1453,527783,687328418,12/11/2017,08:01,am,142,2,21,14,829009502,True,True,30,False
1454,676672,402135630,12/11/2017,01:17,am,58,0,29,4,185620661,False,False,0,False
1455,848043,900486572,12/11/2017,04:48,am,44,0,4,4,431811138,False,False,0,False
1456,283740,610680194,12/11/2017,07:23,am,30,0,4,0,352997582,False,False,0,False
1457,198852,819723354,12/11/2017,12:38,am,0,0,0,0,187564196,False,False,0,False
1458,237311,951448764,12/11/2017,04:47,am,6,0,1,0,394106874,False,False,0,False
1459,973337,530305390,12/11/2017,03:41,am,22,0,7,2,549129359,False,False,0,False
1460,932327,258517177,12/11/2017,01:03,am,14,0,2,1,496572091,False,False,0,False
1461,411121,738930424,12/11/2017,03:20,am,90,1,9,1,938483485,False,False,0,False
1462,507726,490175900,12/11/2017,12:22,am,195,0,9,3,548353538,False,False,0,False
1463,748600,491852554,12/11/2017,04:14,am,171,0,42,6,917902169,False,False,0,False
1464,119918,306002323,12/11/2017,10:53,am,100,0,45,4,253166103,False,False,0,False
1465,589582,260694398,12/11/2017,03:03,am,5,2,0,0,808759581,False,False,0,False
1466,180336,889543292,12/11/2017,07:29,am,95,0,14,5,169459651,True,False,0,False
1467,588284,411351518,12/11/2017,01:29,am,73,2,10,7,434999563,False,False,0,False
1468,880586,618211612,12/11/2017,00:13,am,141,0,21,4,768477389,False,False,0,False
1469,957244,777068476,12/11/2017,02:00,am,55,0,27,3,620222338,False,False,0,False
1470,503285,141897351,12/11/2017,11:57,am,31,0,3,1,335356524,False,False,0,False
1471,309204,250934487,12/11/2017,05:01,am,9,0,1,0,216598179,False,False,0,False
